ID,Labels
1106,ORG-1-2
1107,LOC-1
1108,
1109,PER-4
1110,PER-1 PER-3-4 PER-9-10
1111,ORG-5 LOC-15
1112,MISC-3 ORG-8-9-10 PER-18 MISC-21 LOC-31-32
1113,LOC-4 LOC-6 PER-14-15 LOC-17
1114,PER-1-2-3 LOC-5 LOC-7 ORG-11 PER-13 LOC-15
1115,MISC-3 PER-7 LOC-22 LOC-24
1116,PER-1 LOC-3
1117,LOC-3-4-5 LOC-7 LOC-15
1118,MISC-3 PER-5-6-7-8
1119,LOC-11
1120,
1121,LOC-1 PER-3-4 LOC-12
1122,LOC-4
1123,
1124,PER-3-4-5 PER-7-8
1125,LOC-2 ORG-14-15 LOC-21
1126,PER-3-4-5-6
1127,MISC-1
1128,PER-10 PER-14 LOC-16 PER-21-22 PER-26
1129,PER-3-4-5-6-7
1130,LOC-1
1131,MISC-3 PER-5
1132,PER-14-15
1133,MISC-8-9 PER-11-12 LOC-21
1134,
1135,MISC-3 PER-7-8
1136,
1137,PER-3-4-5 PER-9 LOC-11-12 LOC-14-15
1138,LOC-8-9 LOC-11
1139,LOC-4-5 LOC-7 MISC-9 LOC-18
1140,LOC-1
1141,MISC-3-4 PER-6-7 PER-9 PER-11
1142,LOC-16 LOC-21
1143,MISC-5-6 LOC-8 LOC-10 LOC-12 LOC-14 LOC-16 LOC-18 MISC-26
1144,LOC-15 LOC-17 LOC-19
1145,MISC-2
1146,LOC-1
1147,MISC-3 LOC-23
1148,PER-1-2 LOC-25 LOC-32-33
1149,LOC-8
1150,LOC-19 LOC-22 LOC-26 LOC-28
1151,LOC-1
1152,LOC-5 LOC-9
1153,LOC-6
1154,MISC-1
1155,PER-1 LOC-3
1156,MISC-1 PER-5-6 MISC-17 LOC-34
1157,PER-1 MISC-8
1158,
1159,
1160,PER-3 MISC-11
1161,MISC-8 LOC-20 MISC-26-27
1162,LOC-1-2-3 LOC-6
1163,LOC-1
1164,LOC-1 MISC-12 LOC-15
1165,
1166,
1167,LOC-1 MISC-6
1168,LOC-1 LOC-7 LOC-16 MISC-22 PER-25 LOC-30
1169,LOC-6 MISC-8 MISC-10
1170,
1171,
1172,
1173,LOC-1
1174,LOC-17 LOC-21
1175,PER-6
1176,
1177,LOC-13 LOC-15 LOC-18
1178,LOC-13-14 LOC-16 LOC-18
1179,LOC-6 LOC-8
1180,LOC-13 LOC-18
1181,
1182,
1183,LOC-7-8
1184,LOC-1
1185,LOC-6 MISC-23 LOC-26 LOC-28-29
1186,ORG-2-3 LOC-30 MISC-37 LOC-39 LOC-41-42
1187,LOC-8 LOC-19 LOC-21
1188,LOC-20
1189,MISC-12
1190,LOC-8 LOC-18 LOC-32-33
1191,LOC-6 LOC-18 LOC-25-26 MISC-37
1192,LOC-4
1193,LOC-1
1194,LOC-14 MISC-19-20
1195,MISC-7-8-9
1196,LOC-12
1197,PER-3
1198,LOC-1
1199,LOC-3-4
1200,ORG-1
1201,
1202,
1203,
1204,ORG-1
1205,
1206,ORG-1
1207,ORG-1
1208,
1209,ORG-1
1210,ORG-1
1211,ORG-1
1212,PER-1 MISC-3
1213,LOC-1-2
1214,LOC-1-2 MISC-4 LOC-21-22-23
1215,PER-1-2 LOC-16 MISC-19
1216,
1217,MISC-6 LOC-16-17
1218,PER-1 PER-37-38
1219,
1220,
1221,PER-1 LOC-6-7 MISC-20 MISC-27 MISC-29 MISC-31-32
1222,PER-6 LOC-21-22-23 MISC-36
1223,LOC-1-2
1224,LOC-1
1225,LOC-15-16
1226,LOC-11 PER-13
1227,PER-3
1228,LOC-31
1229,LOC-1 LOC-28-29-30-31 LOC-33
1230,LOC-11
1231,MISC-1 PER-4-5-6 LOC-13 LOC-15 MISC-20 LOC-42
1232,
1233,PER-1
1234,MISC-1
1235,LOC-10 LOC-15 LOC-30
1236,LOC-1 MISC-3
1237,PER-1 LOC-3
1238,LOC-1 LOC-12 LOC-20 LOC-23
1239,
1240,LOC-5 LOC-15 PER-18-19 LOC-22
1241,PER-1 LOC-15
1242,PER-1 MISC-4 LOC-7 LOC-9-10
1243,LOC-1 LOC-11
1244,
1245,
1246,
1247,MISC-1
1248,
1249,LOC-3
1250,MISC-4
1251,LOC-16 LOC-36
1252,
1253,MISC-9 PER-11-12
1254,
1255,MISC-1 MISC-19 PER-21-22-23 MISC-36
1256,MISC-6 MISC-17 LOC-36-37-38
1257,
1258,
1259,
1260,PER-1-2
1261,PER-23
1262,LOC-8 PER-12-13 MISC-39
1263,LOC-14 MISC-19
1264,
1265,
1266,
1267,
1268,
1269,PER-2 PER-6 MISC-24 PER-28-29 LOC-40
1270,
1271,
1272,
1273,
1274,MISC-1 PER-6-7
1275,LOC-1
1276,MISC-2-3 ORG-9 ORG-11 LOC-16 ORG-18 MISC-22-23 PER-27 ORG-30-31
1277,ORG-1-2 PER-6 MISC-18 PER-20-21 ORG-25 ORG-38
1278,ORG-2 PER-7 PER-18 LOC-27
1279,PER-18
1280,ORG-2 ORG-5-6 MISC-8-9 ORG-11 PER-20 MISC-22 PER-24-25 LOC-35
1281,PER-3 LOC-11
1282,
1283,ORG-1-2 ORG-8 MISC-15 PER-24-25
1284,PER-9 PER-18
1285,LOC-2 PER-9 PER-13
1286,ORG-7 MISC-10 MISC-14
1287,MISC-8
1288,PER-1 PER-16
1289,PER-2-3-4 PER-7
1290,MISC-2
1291,LOC-1
1292,MISC-2 LOC-18
1293,ORG-12-13
1294,
1295,LOC-13
1296,PER-2-3-4-5-6
1297,LOC-1
1298,LOC-3 PER-10-11
1299,PER-1 PER-7 PER-24-25
1300,LOC-22 PER-24 PER-34-35
1301,
1302,PER-7
1303,PER-2
1304,
1305,
1306,ORG-8-9 PER-13
1307,
1308,LOC-1-2-3
1309,LOC-1
1310,LOC-2-3 LOC-6-7 PER-9-10
1311,PER-1 PER-7-8 LOC-31-32
1312,LOC-12-13
1313,PER-1 LOC-6
1314,LOC-16 LOC-22 LOC-28
1315,LOC-6 LOC-8
1316,LOC-5
1317,LOC-1-2
1318,LOC-12 LOC-16
1319,LOC-12 LOC-20 LOC-24-25
1320,PER-1-2
1321,PER-1
1322,
1323,MISC-15
1324,LOC-1
1325,LOC-1
1326,PER-4-5-6-7 LOC-9
1327,PER-1-2 ORG-9-10 LOC-14
1328,
1329,LOC-2
1330,LOC-30
1331,
1332,PER-1 LOC-15
1333,
1334,
1335,LOC-6-7-8 LOC-10
1336,
1337,PER-1
1338,PER-6 PER-9
1339,LOC-1-2-3
1340,LOC-1
1341,PER-3-4 MISC-31
1342,PER-10
1343,
1344,LOC-1
1345,
1346,PER-1 ORG-16
1347,LOC-10-11-12
1348,LOC-1
1349,PER-1-2
1350,LOC-1
1351,LOC-1 PER-5
1352,LOC-44
1353,PER-1-2
1354,
1355,
1356,PER-28
1357,
1358,
1359,
1360,
1361,PER-1-2 LOC-11
1362,
1363,
1364,
1365,
1366,PER-1-2
1367,
1368,
1369,LOC-7 LOC-9
1370,
1371,
1372,PER-1 LOC-20
1373,PER-7-8 PER-10 PER-12 PER-16 MISC-21 LOC-23 LOC-32
1374,PER-1-2
1375,LOC-17
1376,
1377,LOC-7
1378,LOC-4
1379,LOC-1
1380,LOC-7-8 LOC-20-21 LOC-23-24 LOC-27
1381,
1382,
1383,LOC-1
1384,ORG-1-2-3-4 LOC-15
1385,LOC-1 ORG-4 ORG-8 LOC-14 LOC-17
1386,
1387,LOC-1
1388,LOC-1-2 LOC-7-8 LOC-11 LOC-19 LOC-25
1389,PER-8-9 LOC-11-12 LOC-20-21 LOC-34 PER-37-38
1390,PER-3
1391,LOC-10-11
1392,PER-1 LOC-23
1393,LOC-7
1394,LOC-8 LOC-14 LOC-19 LOC-21
1395,
1396,LOC-1-2 LOC-11 LOC-16
1397,PER-4-5
1398,LOC-1
1399,PER-5-6-7-8 ORG-12 LOC-18
1400,LOC-3 LOC-8-9 LOC-11
1401,
1402,
1403,LOC-5
1404,LOC-15
1405,PER-9-10
1406,
1407,LOC-20
1408,LOC-32-33
1409,LOC-1 LOC-3 PER-6
1410,LOC-1
1411,PER-7 ORG-11 LOC-17
1412,
1413,LOC-18
1414,
1415,PER-9-10
1416,
1417,LOC-21
1418,
1419,LOC-1-2
1420,
1421,
1422,
1423,LOC-13 LOC-15-16
1424,
1425,LOC-1-2
1426,LOC-1
1427,LOC-3 LOC-22
1428,LOC-3 LOC-11
1429,
1430,
1431,LOC-1
1432,LOC-2 LOC-4 LOC-9-10
1433,LOC-1
1434,
1435,LOC-2 MISC-4 LOC-7-8
1436,LOC-1
1437,MISC-1 LOC-7-8 LOC-17 LOC-20 MISC-24
1438,
1439,
1440,LOC-5 PER-10-11 LOC-14 ORG-18 LOC-25
1441,MISC-13 LOC-16-17 ORG-21 MISC-33 LOC-40
1442,
1443,
1444,LOC-5 ORG-8 LOC-25 LOC-29
1445,LOC-1 LOC-10 LOC-14-15
1446,ORG-2 LOC-10 LOC-16 LOC-26
1447,ORG-2-3 ORG-5 LOC-9
1448,LOC-1-2 MISC-7 LOC-13
1449,LOC-1 LOC-6 LOC-12 LOC-14
1450,LOC-6-7
1451,LOC-1
1452,LOC-8 ORG-10 LOC-15-16 MISC-22 MISC-30
1453,LOC-5 LOC-11 LOC-13 LOC-15 LOC-17 LOC-20-21 LOC-33 LOC-36-37 LOC-44
1454,LOC-10 MISC-17 ORG-22
1455,MISC-7
1456,LOC-24
1457,MISC-18 LOC-26-27
1458,MISC-3 LOC-12-13 MISC-18 LOC-29
1459,ORG-1 PER-14
1460,
1461,LOC-1
1462,LOC-1 ORG-5 PER-8-9 LOC-27 LOC-32 LOC-39
1463,LOC-17
1464,ORG-6-7 ORG-9-10 PER-12
1465,MISC-5
1466,LOC-1
1467,MISC-11
1468,LOC-26 LOC-30
1469,
1470,
1471,LOC-1 PER-3 LOC-5 ORG-7
1472,LOC-1
1473,LOC-1 PER-6-7 LOC-16-17 MISC-20 PER-23-24
1474,PER-13-14-15
1475,LOC-6 PER-9-10 PER-13 PER-26
1476,PER-1 LOC-15 LOC-22 LOC-24 PER-33 LOC-49 PER-51
1477,PER-3 PER-29 PER-50
1478,LOC-1 LOC-14 ORG-28-29
1479,LOC-1-2 LOC-9
1480,LOC-1
1481,LOC-1-2 LOC-11 LOC-13-14 MISC-18
1482,ORG-2 LOC-4
1483,
1484,
1485,
1486,LOC-4
1487,LOC-1
1488,MISC-8
1489,ORG-1 PER-10
1490,ORG-1-2
1491,LOC-3 LOC-6 MISC-9 LOC-14 LOC-17 MISC-19
1492,LOC-2
1493,
1494,LOC-5
1495,PER-5-6-7 LOC-9 PER-13-14-15-16 LOC-19
1496,
1497,
1498,ORG-1
1499,
1500,
1501,
1502,LOC-22-23 LOC-32 LOC-36-37 LOC-47
1503,
1504,PER-1-2
1505,
1506,
1507,
1508,LOC-2
1509,PER-26
1510,
1511,LOC-5
1512,ORG-1 LOC-3
1513,
1514,LOC-4
1515,
1516,PER-22-23 LOC-26
1517,
1518,
1519,
1520,
1521,
1522,ORG-1
1523,
1524,
1525,PER-2
1526,
1527,
1528,LOC-1-2 LOC-6
1529,PER-1-2
1530,LOC-1
1531,LOC-4-5 LOC-22 LOC-29-30 LOC-32
1532,PER-13-14 LOC-20 LOC-29-30 LOC-51-52
1533,LOC-23 PER-35-36
1534,
1535,LOC-8 LOC-12 MISC-28 LOC-31-32
1536,
1537,
1538,LOC-2 LOC-14 LOC-16-17
1539,LOC-10 MISC-19 LOC-22 LOC-27
1540,LOC-6 LOC-11-12
1541,LOC-1 LOC-6 LOC-18 LOC-22
1542,PER-8 PER-19 LOC-47 LOC-51-52
1543,
1544,LOC-3 LOC-9 LOC-18 LOC-23-24 LOC-27
1545,LOC-11
1546,PER-2-3 LOC-19 LOC-23
1547,MISC-3
1548,LOC-1
1549,MISC-2
1550,PER-5 PER-7
1551,LOC-10
1552,
1553,PER-9-10 LOC-34-35 LOC-37
1554,PER-15-16 LOC-31
1555,LOC-1
1556,LOC-1
1557,LOC-7 LOC-9 MISC-17-18
1558,MISC-1
1559,PER-3
1560,ORG-1-2
1561,LOC-13-14-15 PER-17-18 LOC-27
1562,ORG-1
1563,MISC-1-2 LOC-8 LOC-15 MISC-34
1564,LOC-8 MISC-12
1565,LOC-1 MISC-4-5 LOC-9
1566,LOC-1
1567,MISC-1 MISC-10-11-12 LOC-14 LOC-25
1568,PER-14-15 MISC-19 PER-25-26-27 MISC-31-32
1569,
1570,MISC-6 LOC-15
1571,MISC-2-3 LOC-11 LOC-28
1572,LOC-1
1573,
1574,LOC-16 MISC-20 PER-22-23
1575,PER-1 LOC-8 LOC-14 MISC-18 MISC-27-28 LOC-32
1576,LOC-1 LOC-4 LOC-6 PER-7 LOC-16
1577,PER-1 LOC-6 LOC-8 PER-16-17
1578,LOC-2 LOC-5
1579,MISC-1 LOC-6 PER-10-11 MISC-18
1580,LOC-1 MISC-9 PER-13
1581,LOC-1 PER-6-7
1582,LOC-1
1583,PER-4-5 LOC-10 PER-12-13 PER-17 LOC-19
1584,PER-1 LOC-4 LOC-10 LOC-16 PER-18 LOC-20 PER-22-23 PER-27 PER-29 LOC-41
1585,PER-3 LOC-18 LOC-24
1586,
1587,PER-1 LOC-20
1588,LOC-3
1589,MISC-12 PER-14-15 PER-29
1590,PER-1 LOC-10 LOC-12 PER-14
1591,LOC-11
1592,LOC-1
1593,LOC-1
1594,LOC-2-3-4 LOC-19-20
1595,
1596,LOC-14 ORG-18 LOC-26 LOC-28-29
1597,LOC-6
1598,LOC-1
1599,LOC-18
1600,LOC-5-6-7 LOC-9 LOC-26
1601,
1602,LOC-14-15 ORG-22
1603,LOC-8
1604,LOC-1
1605,MISC-1
1606,LOC-16
1607,LOC-5 PER-15-16 LOC-31-32 LOC-34
1608,
1609,
1610,PER-13-14 LOC-29
1611,LOC-6-7
1612,PER-1-2
1613,LOC-1 LOC-3
1614,PER-1-2-3-4 PER-17-18 LOC-35
1615,PER-4-5-6 PER-8-9 PER-15-16
1616,LOC-7 LOC-26-27-28
1617,PER-1-2 PER-11
1618,MISC-10 ORG-29-30
1619,
1620,
1621,PER-28
1622,LOC-21 PER-23-24 LOC-26
1623,PER-2
1624,PER-7
1625,PER-1 LOC-4 PER-6 PER-12 PER-15 PER-21
1626,PER-1-2-3-4-5 PER-7 PER-19 PER-23
1627,LOC-10
1628,
1629,PER-5
1630,
1631,
1632,
1633,PER-17 LOC-32
1634,PER-19-20
1635,LOC-16 LOC-18 LOC-20
1636,LOC-1
1637,LOC-1
1638,LOC-4 LOC-36 MISC-38
1639,
1640,PER-13-14
1641,PER-2-3
1642,
1643,LOC-8 LOC-11 ORG-14-15
1644,
1645,
1646,LOC-2
